Product Num,Product Name,Brand Family,Package,Package Type,Case Equiv,Segment
00 11355,Pear Lemongrass Fizz 15/25z Cn,Zesty Ridge Beverages,15/25oz,Beer,1.3,AB Products
00 11360,Pineapple Basil Fizz Limited,Cool Nova Beverages,2/12/12oz NR,Beer,1,AB Products
00 11525,Plum Lavender Fizz,Cool Nova Beverages,20/12oz,Beer,0.83,AB Products
00 11940,Mango Chamomile Fizz 1/2 Bbl,Cool Nova Beverages,1/2 BBL,Beer,6.89,AB Products
00 11970,Watermelon Coffee Fizz 1/6 Bbl,Cool Nova Beverages,1/6 BBL,Beer,2.3,AB Products
00 12036,Cranberry Rose Fizz Extra,Salted Groove Beverages,4/6/12oz NR,Beer,1,AB Products
00 12168,Pear Honey Fizz Select 24/12z Cn,Salted Groove Beverages,24/12oz,Beer,1,AB Products
00 12246,Watermelon Cinnamon Fizz Select 2/12/12z Cn,Salted Groove Beverages,2/12/12oz CN,Beer,1,AB Products
00 12360,Peach Coffee Fizz,Salted Groove Beverages,2/12/12oz NR,Beer,1,AB Products
00 12418,Apple Sage Fizz Select 55 18/12z Cn,Salted Groove Beverages,18/12oz,Beer,0.75,AB Products
00 12436,Watermelon Chamomile Fizz Zero,Salted Groove Beverages,4/6/12oz NR,Beer,1,AB Products
00 12446,Pear Mint Fizz Select 55 2/12/12z Cn,Salted Groove Beverages,2/12/12oz CN,Beer,1,AB Products
00 12460,Lychee Lavender Fizz,Salted Groove Beverages,2/12/12oz NR,Beer,1,AB Products
00 12468,Lychee Clove Fizz Select 55 24/12z Cn,Salted Groove Beverages,24/12oz,Beer,1,AB Products
00 13125,Plum Honey Fizz 15/25z Cn,Dawn Moonbeam Beverages,15/25oz,Beer,1.3,AB Products
00 13536,Pineapple Vanilla Fizz Classic,Minty Oasis Beverages,24/11.2,Beer,0.93,AB Products
00 13543,Watermelon Chamomile Fizz 6/4 16 OZ,Minty Oasis Beverages,6/4/16oz,Beer,1.33,AB Products
00 13546,Pear Juniper Fizz,Minty Oasis Beverages,24/11.2,Beer,0.93,AB Products
00 15030,Guava Tea Fizz 30/12z Cn,Dawn Moonbeam Beverages,30/12oz,Beer,1.25,AB Products
00 15036,Plum Vanilla Fizz,Dawn Moonbeam Beverages,4/6/12oz NR,Beer,1,AB Products
00 15043,Cherry Vanilla Fizz 4/6/16z Cn,Dawn Moonbeam Beverages,4/6/16oz,Beer,1.33,AB Products
00 15182,Apricot Tea Fizz 18/16z Cn,Dawn Moonbeam Beverages,18/16oz,Beer,1,AB Products
00 15225,Passionfruit Pepper Fizz 15/25z Cn,Dawn Moonbeam Beverages,15/25oz,Beer,1.3,AB Products
00 15940,Grapefruit Pepper Fizz 1/2 Bbl,Dawn Moonbeam Beverages,1/2 BBL,Beer,6.89,AB Products
00 16036,Smooth Ridge Stout,Cool Oasis Beverages,4/6/12oz NR,Beer,1,AB Products
00 16136,Bright Cove Porter,Cool Oasis Beverages,4/6/12oz NR,Beer,1,AB Products
00 16140,Bold Summit Porter 1/2 Bbl,Cool Oasis Beverages,1/2 BBL,Beer,6.89,AB Products
00 16170,Smooth Trail Porter 1/6 Bbl,Cool Oasis Beverages,1/6 BBL,Beer,2.3,AB Products
00 16336,Cherry Lemongrass Fizz,Cool Oasis Beverages,4/6/12oz NR,Beer,1,AB Products
00 16340,Strawberry Clove Fizz 1/2 BBL,Cool Oasis Beverages,1/2 BBL,Beer,6.89,AB Products
00 16370,Apricot Tea Fizz 1/6 BBL,Cool Oasis Beverages,1/6 BBL,Beer,2.3,AB Products
00 16534,Breezy Trail Wheat Ale Limited,Cool Oasis Beverages,4/6/12oz NR,Beer,1,AB Products
00 16570,Raspberry Ginger Fizz 1/6 Bbl,Cool Oasis Beverages,1/6 BBL,Beer,2.3,AB Products
00 16836,Orange Tea Fizz Prime,Cool Oasis Beverages,4/6/12oz NR,Beer,1,AB Products
00 16856,Orange Rose Fizz Limited,Cool Oasis Beverages,4/6/12oz NR,Beer,1,AB Products
00 17270,Blackberry Pepper Fizz 1/6 BBL,Cool Oasis Beverages,1/6 BBL,Beer,2.3,AB Products
00 18501,Lime Cinnamon Fizz 1/6 Bbl,Bold Sunrise Beverages,1/6 BBL,Beer,2.3,Alcoholic Beverages
00 18504,Orange Chamomile Fizz 1/4 Bbl,Bold Sunrise Beverages,1/4 BBL,Beer,3.44,Alcoholic Beverages
00 18524,Peach Lemongrass Fizz 1/4 BBL,Bold Sunrise Beverages,1/4 BBL,Beer,3.44,Alcoholic Beverages
00 19136,Raspberry Thyme Fizz,Midnight Willow Beverages,4/6/12oz NR,Beer,1,AB Products
00 20000,Pear Thyme Fizz 12/24 Oz Can,Breezy Delta Beverages,12/24oz,Beer,1,AB Products
00 20005,Apple Sage Fizz 12/24 Oz Can,Breezy Delta Beverages,12/24oz,Beer,1,AB Products
00 20010,Plum Cardamom Fizz 12/24 Oz Cans,Breezy Delta Beverages,12/24oz,Beer,1,AB Products
00 25132,Coconut Tea Fizz 1/2 Bbl,Spiced Mint Beverages,1/2 BBL,Beer,6.89,Alcoholic Beverages
00 25134,Berry Vanilla Fizz 1/6 Bbl,Spiced Mint Beverages,1/6 BBL,Beer,2.3,Alcoholic Beverages
00 25136,Peach Elderflower Fizz 4/6/12z Can,Spiced Mint Beverages,4/6/12oz CN,Beer,1,Alcoholic Beverages
00 25142,Guava Pepper Fizz 1/2 BBL,Spiced Mint Beverages,1/2 BBL,Beer,6.89,Alcoholic Beverages
00 25144,Mango Basil Fizz 1/6 BBL,Spiced Mint Beverages,1/6 BBL,Beer,2.3,Alcoholic Beverages
00 25146,Blackberry Chamomile Fizz,Spiced Mint Beverages,4/6/12oz NR,Beer,1,Alcoholic Beverages
00 25152,Pomegranate Elderflower Fizz 1/2 BBL_3,Spiced Mint Beverages,1/2 BBL,Beer,6.89,Alcoholic Beverages
00 25154,Blueberry Cinnamon Fizz Limited 1/6 Bbl,Spiced Mint Beverages,1/6 BBL,Beer,2.3,Alcoholic Beverages
00 25156,Berry Pepper Fizz 4/6/12z Can,Spiced Mint Beverages,4/6/12oz CN,Beer,1,Alcoholic Beverages
00 25174,Plum Sage Fizz 1/6 BBL,Spiced Mint Beverages,1/6 BBL,Beer,2.3,Alcoholic Beverages
00 27030,Watermelon Sage Soda 30/12z Cn,Dawn Moonbeam Beverages,30/12oz,Beer,1.25,AB Products
00 27043,Blueberry Hibiscus Soda 4/6/16z Cn,Dawn Moonbeam Beverages,4/6/16oz,Beer,1.33,AB Products
00 27225,Guava Tea Mineral Water 15/25z Cn,Dawn Moonbeam Beverages,15/25oz,Beer,1.3,AB Products
00 28001,Strawberry Sage Mineral Water 12/17Z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28002,Grapefruit Coffee Mineral Water 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28003,Lime Vanilla Seltzer 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28004,Berry Coffee Mineral Water 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28005,Lemon Ginger Tonic 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28006,Peach Clove Tonic 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28007,Plum Cardamom Mineral Water 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28008,Orange Clove Mineral Water 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28009,Strawberry Ginger Seltzer 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Alcoholic Beverages
00 28010,Berry Elderflower Seltzer 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28011,Berry Coffee Tonic 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28013,Passionfruit Clove Seltzer 12/17Z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28017,Lime Elderflower Tonic 12/17Z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28018,Cranberry Cocoa Tonic Purple/Grey 12/17Z,Drift Pine Waters,12/17oz CASE,Beer,0.71,Alcoholic Beverages
00 28019,Watermelon Mint Sparkling Water 12/17z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28020,Guava Mint Sparkling Water 12/17Z,Drift Pine Waters,12/17oz,Beer,0.71,Non-Alcohol Beverages
00 28402,Watermelon Cinnamon Soda 12/17Z,Drift Pine Waters,12/17oz CASE,Beer,0.71,Alcoholic Beverages
00 28501,Lemon Sage Seltzer 24/12z Cn,Bloom Roast Waters,24/12oz,Beer,1,Alcoholic Beverages
00 28503,Grapefruit Mint Seltzer 24/12z Cn,Bloom Roast Waters,24/12oz,Beer,1,Alcoholic Beverages
00 28521,Guava Pepper Soda 24/8.3z Cn,Bloom Roast Waters,24/8.3 oz,Beer,0.69,Alcoholic Beverages
00 28522,Pineapple Chamomile Seltzer 24/8.3z Cn,Bloom Roast Waters,24/8.3 oz,Beer,0.69,Alcoholic Beverages
00 28524,Coconut Lavender Seltzer 24/8.3z Cn,Bloom Roast Waters,24/8.3 oz,Beer,0.69,Alcoholic Beverages
00 28525,Lime Thyme Mineral Water 24/8.3z Cn,Bloom Roast Waters,24/8.3 oz,Beer,0.69,Alcoholic Beverages
00 28531,Pineapple Mint Soda 6/4 8.3z Cn,Bloom Roast Waters,6/4/8.3 oz,Beer,0.69,Alcoholic Beverages
00 29001,Blazing Cranberry Charge 12/12z Cn,Icy Bay Drinks,12/12oz,Beer,0.5,Alcoholic Beverages
00 29002,Arctic Pomegranate Energy 12/12z Cn,Icy Bay Drinks,12/12oz,Beer,0.5,Alcoholic Beverages
00 29003,Neon Cherry Fizz 12/12z Cn,Icy Bay Drinks,12/12oz,Beer,0.5,Alcoholic Beverages
00 29004,Arctic Cranberry Boost 12/12z Cn,Icy Bay Drinks,12/12oz,Beer,0.5,Alcoholic Beverages
00 29005,Solar Strawberry Energy 12/12z Cn,Icy Bay Drinks,12/12oz,Beer,0.5,Alcoholic Beverages
00 29006,Solar Apple Spark 12/12z Cn,Icy Bay Drinks,12/12oz,Beer,0.5,Alcoholic Beverages
00 29007,Blazing Raspberry Spark 12/12z Cn,Icy Bay Drinks,12/12oz,Beer,0.5,Alcoholic Beverages
00 29101,Electric Lime Fizz 6/4/12z Cn,Icy Bay Drinks,6/4/12oz,Beer,1,Alcoholic Beverages
00 29102,Tropical Apricot Spark 6/4/12z Cn,Icy Bay Drinks,6/4/12oz,Beer,1,Alcoholic Beverages
00 29103,Neon Grapefruit Boost 6/4/12z Cn,Icy Bay Drinks,6/4/12oz,Beer,1,Alcoholic Beverages
00 29104,Citrus Guava Spark 6/4/12z Cn,Icy Bay Drinks,6/4/12oz,Beer,1,Alcoholic Beverages
00 29105,Tropical Raspberry Boost 6/4/12z Cn,Icy Bay Drinks,6/4/12oz,Beer,1,Alcoholic Beverages
00 29106,Arctic Cherry Energy 6/4/12z Cn,Icy Bay Drinks,6/4/12oz,Beer,1,Alcoholic Beverages
00 29107,Blazing Cranberry Charge 6/4/12z Cn,Icy Bay Drinks,6/4/12oz,Beer,1,Alcoholic Beverages
00 29501,Raspberry Vanilla Fizz Razz 12/16Z,Bloom Soda Beverages,12/16oz,Beer,0.67,Alcoholic Beverages
00 29502,Watermelon Ginger Fizz 12/16Z,Bloom Soda Beverages,12/16oz,Beer,0.67,Alcoholic Beverages
00 29503,Orange Juniper Fizz 12/16Z,Bloom Soda Beverages,12/16oz,Beer,0.67,Alcoholic Beverages
00 29504,Coconut Vanilla Fizz 12/16Z,Bloom Soda Beverages,12/16oz,Beer,0.67,Alcoholic Beverages
00 29505,Pear Tea Fizz 12/16Z,Bloom Soda Beverages,12/16oz,Beer,0.67,Alcoholic Beverages
00 29506,Pear Tea Fizz Classic 12/16Z,Bloom Soda Beverages,12/16oz,Beer,0.67,Alcoholic Beverages
00 29507,Coconut Thyme Fizz 12/16Z,Bloom Soda Beverages,12/16oz,Beer,0.67,Alcoholic Beverages
00 29508,Lime Coffee Fizz 12/16Z,Bloom Soda Beverages,12/16oz,Beer,0.67,Alcoholic Beverages
00 33205,Pomegranate Cocoa Fizz 12/24z Cn,Orchard Juniper Beverages,12/24oz,Beer,1,AB Products
00 34036,Coconut Tea Fizz Extra,Creamy Cocoa Beverages,4/6/12oz NR,Beer,1,AB Products
00 34043,Pineapple Cocoa Fizz 4/6/16z Cn,Creamy Cocoa Beverages,24/16oz,Beer,1.33,AB Products
00 34360,Lychee Chamomile Fizz Prime,Creamy Cocoa Beverages,2/12/12oz NR,Beer,1,AB Products
00 34970,Cranberry Basil Fizz 1/6 BBL,Icy Citrus Beverages,1/6 BBL,Beer,2.3,Alcoholic Beverages
00 36036,Strawberry Mint Fizz Extra,Frosted Canyon Beverages,4/6/12oz NR,Beer,1,AB Products
00 36205,Pear Sea Salt Tonic 12/23.5z Cn,Sparkling Cove Beverages,12/23.5,Beer,0.98,Alcoholic Beverages
00 36656,Hoppy Grove Blonde Ale 4/6 12OZ CAN,Bloom Bluff Beverages,4/6/12oz CN,Beer,1,AB Products
00 37205,Cherry Lavender Fizz 12/23.5z Cn,Sparkling Cove Beverages,12/23.5,Beer,0.98,Alcoholic Beverages
00 37225,Apricot Elderflower Soda 15/25z Cn,Cool Nova Beverages,15/25oz,Beer,1.3,AB Products
00 37246,Apple Hibiscus Soda 2/12/12z Cn,Cool Nova Beverages,2/12/12oz CN,Beer,1,AB Products
00 37637,Apricot Coffee Mineral Water,Cool Nova Beverages,4/6/12oz NR,Beer,1,AB Products
00 38014,Blueberry Sea Salt Fizz Extra,Smoky Stone Beverages,Misc,Beer,0,Alcoholic Beverages
00 38205,Lime Coffee Fizz 12/23.5z Cn,Sparkling Cove Beverages,12/23.5,Beer,0.98,Alcoholic Beverages
00 38634,Blackberry Tea Fizz MAPL 1/6 BBL,Tangy Bluff Beverages,1/6 BBL,Beer,2.3,AB Products
00 38636,Apple Tea Fizz Prime,Tangy Bluff Beverages,4/6/12oz NR,Beer,1,AB Products
00 38644,Passionfruit Lemongrass Fizz 1/6 BBL,Tangy Bluff Beverages,1/6 BBL,Beer,2.3,AB Products
00 38648,Raspberry Chamomile Fizz Zero,Tangy Bluff Beverages,6/4/12oz,Beer,1,AB Products
00 38656,Mango Lemongrass Fizz,Tangy Bluff Beverages,4/6/12oz NR,Beer,1,AB Products
00 41276,Blackberry Juniper Fizz,Bright Marmalade Beverages,4/6/12oz NR,Beer,1,AB Products
00 42205,Pineapple Sage Fizz 12/23.5z Cn,Sparkling Cove Beverages,12/23.5,Beer,0.98,Alcoholic Beverages
00 43276,Lemon Lavender Fizz,Bright Marmalade Beverages,4/6/12oz NR,Beer,1,AB Products
00 46029,Apricot Sea Salt Fizz Prime,Soft Groove Beverages,24/12oz LN,Beer,1,AB Products
00 46043,Lemon Basil Fizz 6/4/16z Cn,Soft Groove Beverages,6/4/16oz,Beer,1.33,AB Products
00 46168,Grapefruit Clove Fizz 24/12z Can,Soft Groove Beverages,24/12oz,Beer,1,AB Products
00 46218,Orange Chamomile Fizz 18/12z Cn,Soft Groove Beverages,18/12oz,Beer,0.75,AB Products
00 46225,Pomegranate Honey Fizz,Canyon Vista Beverages,4/6/12oz NR,Beer,1,AB Products
00 46242,Lychee Sage Fizz Limited,Soft Groove Beverages,3/8/16oz,Beer,1.33,AB Products
00 46246,Cherry Basil Fizz 2/12/12z Cn,Soft Groove Beverages,2/12/12oz CN,Beer,1,AB Products
00 46276,Mango Lavender Fizz Limited,Soft Groove Beverages,4/6/12oz NR,Beer,1,AB Products
00 46325,Lychee Chamomile Fizz 15/25z Cn,Soft Groove Beverages,15/25oz,Beer,1.3,AB Products
00 46389,Passionfruit Tea Fizz,Soft Groove Beverages,2/12/12oz NR,Beer,1,AB Products
00 46624,Pomegranate Hibiscus Fizz Classic,Soft Groove Beverages,18/12oz,Beer,0.75,AB Products
00 46940,Peach Hibiscus Fizz 1/2 Bbl,Soft Groove Beverages,1/2 BBL,Beer,6.89,AB Products
00 46970,Guava Lemongrass Fizz Prime 1/6 Bbl,Soft Groove Beverages,1/6 BBL,Beer,2.3,AB Products
00 47276,Bright Grove Amber Ale,Velvet Ember Beverages,4/6/12oz NR,Beer,1,AB Products
00 47389,Smooth Trail Amber Ale,Velvet Ember Beverages,2/12/12oz NR,Beer,1,AB Products
00 51622,Lemon Elderflower Fizz,Orchard Juniper Beverages,12/40oz,Beer,1.67,AB Products
00 53032,Apple Honey Fizz Classic,Fresh Brook Beverages,12/32oz,Beer,1.33,AB Products
00 53034,Apple Cardamom Fizz 4/6/12z Can,Fresh Brook Beverages,4/6/12oz CN,Beer,1,AB Products
00 53036,Cherry Juniper Fizz 4/6/12z Bottle,Fresh Brook Beverages,4/6/12oz NR,Beer,1,AB Products
00 53043,Watermelon Cardamom Fizz 4/6/16z Can,Fresh Brook Beverages,4/6/16oz,Beer,1.33,AB Products
00 53050,Cranberry Honey Fizz Bottle,Fresh Brook Beverages,20/16oz,Beer,1.11,AB Products
00 53060,Cherry Cocoa Fizz,Fresh Brook Beverages,24/16oz,Beer,1.33,AB Products
00 53062,Blackberry Juniper Fizz Bottle,Fresh Brook Beverages,2/12/16oz,Beer,1.33,AB Products
00 53127,Blueberry Thyme Fizz 12/40z Bottle,Fresh Brook Beverages,12/40oz,Beer,1.67,AB Products
00 53143,Peach Sea Salt Fizz 24/16z Can,Fresh Brook Beverages,24/16oz,Beer,1.33,AB Products
00 53160,Pear Basil Fizz,Fresh Brook Beverages,24/16oz,Beer,1.33,AB Products
00 53168,Pear Hibiscus Fizz 24/12z Can,Fresh Brook Beverages,24/12oz,Beer,1,AB Products
00 53218,Passionfruit Mint Fizz 18/12z Can,Fresh Brook Beverages,18/12oz,Beer,0.75,AB Products
00 53225,Blueberry Cocoa Fizz 15/25z Can,Fresh Brook Beverages,15/25oz,Beer,1.3,AB Products
00 53242,Blueberry Ginger Fizz Bottle,Fresh Brook Beverages,3/8/16oz,Beer,1.33,AB Products
00 53246,Plum Lavender Fizz 2/12/12z Can,Fresh Brook Beverages,2/12/12oz CN,Beer,1,AB Products
00 53265,Pear Sage Fizz,Fresh Brook Beverages,4/6/7oz,Beer,0.58,AB Products
00 53325,Lemon Basil Fizz 15/25z Cn,Zesty Ridge Beverages,15/25oz,Beer,1.3,AB Products
00 53334,Orange Pepper Fizz 4/6/12z Cn,Zesty Ridge Beverages,4/6/12oz CN,Beer,1,AB Products
00 53343,Plum Cardamom Fizz 6/4/16z Cn,Zesty Ridge Beverages,6/4/16oz,Beer,1.33,AB Products
00 53345,Guava Tea Fizz 2/12/8z Cn,Zesty Ridge Beverages,2/12/8oz,Beer,0.67,AB Products
00 53360,Guava Hibiscus Fizz 2/12/12z Bottle,Fresh Brook Beverages,2/12/12oz NR,Beer,1,AB Products
00 53422,Passionfruit Basil Fizz Extra,Fresh Brook Beverages,15/22oz,Beer,1.15,AB Products
00 53525,Peach Lemongrass Fizz 20/12z Bottle,Fresh Brook Beverages,20/12oz,Beer,0.83,AB Products
00 53930,Watermelon Lavender Fizz 1/4 Keg,Fresh Brook Beverages,1/4 BBL,Beer,3.44,AB Products
00 53936,Peach Pepper Fizz Craft,Starlit Hollow Beverages,4/6/12oz NR,Beer,1,AB Products
00 53938,Apricot Cocoa Fizz,Starlit Hollow Beverages,18/12oz,Beer,0.75,AB Products
00 53940,Coconut Hibiscus Fizz 1/2 Keg,Fresh Brook Beverages,1/2 BBL,Beer,6.89,AB Products
00 53946,Apricot Juniper Fizz 2/12/12z Cn,Starlit Hollow Beverages,2/12/12oz CN,Beer,1,AB Products
00 53960,Lemon Rose Fizz,Starlit Hollow Beverages,2/12/12oz NR,Beer,1,AB Products
00 56056,Bold Cove Amber Ale,River Roast Beverages,4/6/12oz NR,Beer,1,Alcoholic Beverages
00 61030,Blueberry Basil Fizz 30/12z Cn,Honeyed Nova Beverages,30/12oz,Beer,1.25,AB Products
00 61036,Apple Tea Fizz Select,Honeyed Nova Beverages,4/6/12oz NR,Beer,1,AB Products
00 61043,Pear Pepper Fizz 4/6/16z Cn,Honeyed Nova Beverages,4/6/16oz,Beer,1.33,AB Products
00 61127,Plum Lemongrass Fizz,Honeyed Nova Beverages,12/40oz,Beer,1.67,AB Products
00 61168,Pomegranate Ginger Fizz 24/12z Cn,Honeyed Nova Beverages,24/12oz,Beer,1,AB Products
00 61218,Pear Pepper Fizz 18/12z Cn,Honeyed Nova Beverages,18/12oz,Beer,0.75,AB Products
00 61246,Grapefruit Hibiscus Fizz 2/12/12z Cn,Honeyed Nova Beverages,2/12/12oz CN,Beer,1,AB Products
00 63256,Canyon Vale Silky Pinot Noir 2018,Minty Rainfall Beverages,12/750,Wine/Spirits,0.08,Alcoholic Beverages
00 67246,Raspberry Coffee Fizz 2/12/12z Cn,Creamy Groove Beverages,2/12/12oz CN,Beer,1,AB Products
00 70276,Mango Lemongrass Fizz Light,Bright Marmalade Beverages,4/6/12oz NR,Beer,1,AB Products
00 70389,Pear Chamomile Fizz Prime,Bright Marmalade Beverages,2/12/12oz NR,Beer,1,AB Products
00 70940,Lemon Mint Fizz 1/2 Bbl,Bright Marmalade Beverages,1/2 BBL,Beer,6.89,AB Products
00 70970,Peach Honey Fizz 1/6 Bbl,Bright Marmalade Beverages,1/6 BBL,Beer,2.3,AB Products
00 79034,Pomegranate Thyme Fizz Prime 4/6/12z Cn,Creamy Vista Beverages,4/6/12oz CN,Beer,1,AB Products
00 79246,Strawberry Basil Fizz 2/12/12z Cn,Creamy Vista Beverages,2/12/12oz CN,Beer,1,AB Products
00 79283,Grapefruit Pepper Fizz,Creamy Vista Beverages,4/6/12oz NR,Beer,1,AB Products
00 81840,Plum Tea Fizz 1/2 Bbl,Golden Rainfall Beverages,1/2 BBL,Beer,6.89,AB Products
00 83063,Cranberry Lavender Fizz 4/6/12z Cn,Creamy Groove Beverages,4/6/12oz CN,Beer,1,AB Products
00 83065,Apricot Coffee Fizz Classic,Fresh Cocoa Beverages,Misc,Beer,0,Alcoholic Beverages
00 83870,Coconut Sea Salt Fizz PRETZL 1/6 BBL,Golden Rainfall Beverages,1/6 BBL,Beer,2.3,AB Products
00 83970,Berry Cardamom Fizz 1/6 Bbl,Golden Rainfall Beverages,1/6 BBL,Beer,2.3,AB Products
00 84044,Zesty Harbor IPA 6/4/16z Cn,Quiet Bay Beverages,6/4/16oz,Beer,1.33,AB Products
00 84198,Blackberry Basil Fizz 4/6 Can,Quiet Bay Beverages,4/6/12oz CN,Beer,1,AB Products
00 84202,Frosted Summit Wheat Ale,Quiet Bay Beverages,4/6/12oz NR,Beer,1,AB Products
00 84204,Bright Brook IPA Classic,Quiet Bay Beverages,4/6/12oz NR,Beer,1,AB Products
00 84212,Raspberry Ginger Fizz,Quiet Bay Beverages,4/6/12oz NR,Beer,1,AB Products
00 84213,Crisp Harbor Wheat Ale,Quiet Bay Beverages,4/6/12oz NR,Beer,1,AB Products
00 84222,Smooth Meadow Wheat Ale,Quiet Bay Beverages,2/12/12oz NR,Beer,1,AB Products
00 84290,Apricot Lemongrass Fizz,Quiet Bay Beverages,12/25.9 oz,Beer,1.08,AB Products
00 84294,Pomegranate Hibiscus Fizz 12/25.9,Quiet Bay Beverages,12/25.9 oz,Beer,1.08,AB Products
00 84564,Blackberry Tea Fizz Craft,Quiet Bay Beverages,6/4 NR,Beer,1,AB Products
00 84600,Pomegranate Honey Fizz Zero,Quiet Bay Beverages,12/16.9 oz,Beer,0.7,AB Products
00 84943,Crisp Cove Wheat Ale 1/2 BBL,Quiet Bay Beverages,1/2 BBL,Beer,6.89,AB Products
00 84944,Coconut Juniper Fizz 1/2 Bbl,Quiet Bay Beverages,1/2 BBL,Beer,6.89,AB Products
00 84964,Peach Honey Fizz 2019 1/6 Bbl,Quiet Bay Beverages,1/6 BBL,Beer,2.3,AB Products
00 84972,Hoppy Ridge Wheat Ale 1/6 BBL,Quiet Bay Beverages,1/6 BBL,Beer,2.3,AB Products
00 84973,Hoppy Brook IPA 1/6 Bbl,Quiet Bay Beverages,1/6 BBL,Beer,2.3,AB Products
00 84975,Pineapple Lemongrass Fizz 1/6 Bbl,Quiet Bay Beverages,1/6 BBL,Beer,2.3,AB Products
00 84989,Lemon Basil Fizz 1/6 Bbl,Quiet Bay Beverages,1/6 BBL,Beer,2.3,AB Products
00 84990,Watermelon Clove Fizz 1/6 BBL,Quiet Bay Beverages,1/6 BBL,Beer,2.3,AB Products
00 86030,Grapefruit Sage Fizz 30/12z Cn,Honeyed Nova Beverages,30/12oz,Beer,1.25,AB Products
00 86034,Coconut Sea Salt Fizz 4/6/12z Cn,Honeyed Nova Beverages,4/6/12oz CN,Beer,1,AB Products
00 86036,Pomegranate Sea Salt Fizz Zero,Honeyed Nova Beverages,4/6/12oz NR,Beer,1,AB Products
00 86043,Lime Vanilla Fizz 4/6/16z Cn,Honeyed Nova Beverages,4/6/16oz,Beer,1.33,AB Products
00 86127,Blackberry Sea Salt Fizz Extra,Honeyed Nova Beverages,12/40oz,Beer,1.67,AB Products
00 86216,Lemon Lemongrass Fizz 18/16z Cn,Honeyed Nova Beverages,18/16oz,Beer,1,AB Products
00 86218,Apple Tea Fizz 18/12z Cn,Honeyed Nova Beverages,18/12oz,Beer,0.75,AB Products
00 86225,Orange Chamomile Fizz 15/25z Cn,Honeyed Nova Beverages,15/25oz,Beer,1.3,AB Products
00 86246,Lychee Coffee Fizz 2/12/12z Cn,Honeyed Nova Beverages,2/12/12oz CN,Beer,1,AB Products
00 86308,Coconut Basil Fizz Classic,Honeyed Nova Beverages,18/12oz,Beer,0.75,AB Products
00 86360,Mango Honey Fizz Reserve,Honeyed Nova Beverages,2/12/12oz NR,Beer,1,AB Products
00 86870,Cherry Hibiscus Fizz 1/6 Bbl,Golden Rainfall Beverages,1/6 BBL,Beer,2.3,AB Products
00 86940,Guava Mint Fizz 1/2 Bbl,Honeyed Nova Beverages,1/2 BBL,Beer,6.89,AB Products
00 89225,Watermelon Coffee Fizz 15/25z Cn,Orchard Juniper Beverages,15/25oz,Beer,1.3,AB Products
00 91036,Lime Sage Fizz,Lush Field Beverages,4/6/12oz NR,Beer,1,AB Products
00 91038,Grapefruit Elderflower Fizz 2/12/12z Cn,Lush Field Beverages,2/12/12oz CN,Beer,1,AB Products
00 91040,Grapefruit Mint Fizz 1/2 Bbl,Lush Field Beverages,1/2 BBL,Beer,6.89,AB Products
00 91070,Cherry Elderflower Fizz 1/6 Bbl,Lush Field Beverages,1/6 BBL,Beer,2.3,AB Products
00 91136,Frosted Vale Porter 4/6 Can,Lush Field Beverages,4/6/12oz CN,Beer,1,AB Products
00 91236,Lychee Hibiscus Fizz,Lush Field Beverages,4/6/12oz NR,Beer,1,AB Products
00 91360,Cherry Vanilla Fizz,Lush Field Beverages,2/12/12oz NR,Beer,1,AB Products
00 91536,Coconut Thyme Fizz,Lush Field Beverages,4/6/12oz NR,Beer,1,AB Products
00 91580,Peach Cocoa Fizz 1/2 Bbl,Lush Field Beverages,1/2 BBL,Beer,6.89,AB Products
00 91636,Smooth Meadow Wheat Ale Select,Lush Field Beverages,4/6/12oz NR,Beer,1,AB Products
00 94038,Raspberry Cinnamon Fizz 12/14z Cn,Juniper Juniper Beverages,12/14oz,Beer,0.58,Alcoholic Beverages
00 94044,Guava Cinnamon Fizz 12/14,Juniper Juniper Beverages,12/14oz,Beer,0.58,Alcoholic Beverages
00 94201,Strawberry Rose Soda,Midnight Cocoa Waters,24/.5 L,Beer,1.41,AB Products
